,publisher,genres,title,id,developer,Action,Adventure,Animation &amp; Modeling,Audio Production,Casual,Design &amp; Illustration,Early Access,Education,Free to Play,Indie,Massively Multiplayer,Photo Editing,RPG,Racing,Simulation,Software Training,Sports,Strategy,Utilities,Video Production,Web Publishing,year
101304,Tranquility games,"Adventure, Casual, Indie, RPG, Strategy",NVL,756880.0,CUTE ANIME GIRLS,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2017
101305,BUNIAKRA GAMES,"Indie, RPG",Malatzshia,670400.0,BUNIAKRA GAMES,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101307,Bumfuzzled Gibbons,Action,Disassembly Line,757990.0,Bumfuzzled Gibbons,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101308,Nalu Zou,"Action, Indie",The Plague,758140.0,Nalu Zou,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101312,Atom Republic,"Casual, Free to Play, Massively Multiplayer",Atom Universe,394120.0,Atom Republic,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2017
101314,Xefier Games Inc.,"Action, Adventure, Indie, RPG, Early Access",Chinbu's Adventure,755570.0,Xefier Games Inc.,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101321,Novus Res,"Action, Racing, Sports",Smash Bash Crash,708110.0,Novus Res,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2017
101322,ARES Inc.,"Adventure, Casual, Indie",Happiness Drops!,763050.0,ARES Inc.,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101323,Christian Merz,"Action, Casual, Indie",John Dungeon,766970.0,Christian Merz,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101324,ijal Studio,Casual,Twine3D,769030.0,ijal Studio,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101325,S.A. DigiWorks,"Casual, Early Access",Cubit,762850.0,S.A. DigiWorks,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101326,Little Smart Planet,"Casual, Indie",Little Smart Planet,765780.0,Little Smart Planet,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101327,BadCat Studios,"Casual, Indie",Cave Runner,763400.0,BadCat Studios,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101328,Vertexity Studio,"Adventure, Indie",Lost In Maze,763010.0,Vertexity Studio,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101329,abdullah aldosari,"Action, Simulation",Bright low,763220.0,abdullah aldosari,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101330,NerdRage Studios Ltd.,"Action, Indie",Jump Gunners Original Soundtrack,775210.0,NerdRage Studios Ltd.,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101331,Eross Video Games,"Indie, Early Access",Musical Reflex,758790.0,Eross Video Games,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101332,Clickteam,Adventure,Anahita,707110.0,Clickteam,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101334,singi,"RPG, Strategy",位面穿越者-三国传-进化(A Bit Crosser-Three Kingdoms-Revolution),768010.0,singi,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2017
101340,IPACS,"Indie, Simulation",Aerofly FS 2 - Orbx - Monterey Regional Airport,771830.0,Orbx,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101341,b-alive gmbh,"Casual, Indie, Simulation, Strategy",Wildlife Park 3 - Creatures of the Caribbean,767580.0,b-alive gmbh,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101343,Kaan Bukusoglu,"Action, Casual, Free to Play, Indie",Population: One,751350.0,Kaan Bukusoglu,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
101344,Dagestan Technology,"Adventure, Casual, Indie",Franky the Bumwalker,761310.0,Onlyjoy`s production,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2012
101345,Fruitbat Factory,"Indie, Strategy",100% Orange Juice - Yuki &amp; Tomomo Renewal Pack,775410.0,Orange_Juice,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101346,unbeGames,"Adventure, Indie, Early Access",Spreadstorm,742380.0,unbeGames,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101347,"Tetabester, Inca Games","Casual, Strategy",Snake Eyes Dungeon,740240.0,Tetabester,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101348,Paleno Games,"Casual, Indie",meleng OST,749810.0,Paleno Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101349,Bullid Games,"Casual, Indie",Pipes!,755890.0,Bullid Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101350,Drift Physics Crew,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 1970 V2101,756727.0,Drift Physics Crew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
101351,Drift Physics Crew,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 1969 STRONGER,756726.0,Drift Physics Crew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
101352,Drift Physics Crew,"Racing, Simulation, Sports",FURIDASHI - PREMIUM CAR: 1986 DRX-7,756725.0,Drift Physics Crew,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2017
101353,For Kids,"Casual, Indie",Dragon Hunter,759500.0,For Kids,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101354,Mwester Studios,"Action, Casual, Indie",Triplicata,701800.0,Matthew Wester,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101355,Wooden Shoes Games,"Casual, Free to Play, Indie",Fruity Smoothie,763230.0,Wooden Shoes Games,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
101356,West Coast Games Ltd,"Casual, Racing",Rally Racers,514530.0,West Coast Games Ltd,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
101357,Windward_Birds,"Adventure, Casual, Indie, RPG",The Legend of Bean,764430.0,Windward_Birds,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101358,DigitalEZ,"Adventure, Casual, Indie",Starlight of Aeons Original Soundtrack,771640.0,"Angels Blue Digital Entertainment,DigitalEZ",0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101360,Crystal Shard,"Adventure, Free to Play, Indie, RPG",Heroine's Quest: Developer Appreciation Package,769130.0,Crystal Shard,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017
101361,Badland Games,"Action, Adventure, Indie",Nightmare Boy - OST,636610.0,The Vanir Project,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101362,Crystal Shard,"Adventure, Indie",A Tale of Two Soundtracks,649020.0,Crystal Shard,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101363,"Blackmill Games, M2H","Action, Indie, Strategy",Christmas Truce - War Child 2017,763450.0,"M2H,Blackmill Games",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101365,Ripknot Systems,"Casual, Indie, Simulation, Strategy",Trivia Vault: Technology Trivia Deluxe,767030.0,Ripknot Systems,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101366,"IGP, Promo trade toys LLC","Action, Indie, Massively Multiplayer, Strategy",Techwars Online 2,523740.0,"Argus Games,IGP,Promo trade toys LLC",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,2017
101367,EXOR Studios,"Action, Indie, Strategy",X-Morph: Defense,408410.0,EXOR Studios,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101368,Octopi is not a Word,"Action, Casual, Indie",Nebula Nuker,688790.0,Octopi is not a Word,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101371,内购人生,Indie,前程似锦 Excellent Expectations,759940.0,内购人生,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101373,Eagle Dynamics SA,Simulation,DCS: AV-8B Night Attack V/STOL,759130.0,RAZBAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101375,Videojuegos Fermín,"Adventure, Indie",Symploké: La Leyenda de Gustavo Bueno (Capítulo 2),678920.0,Videojuegos Fermín,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101379,"Rocket-Engine Co.,Ltd.","Action, Indie","Trouble Witches Origin,additional character : Cynfi",715740.0,Studio SiestA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101380,"Rocket-Engine Co.,Ltd.","Action, Indie","Trouble Witches Origin,additional character : Conon",716081.0,Studio SiestA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101383,fjy741,"Action, Adventure, Indie",FISK,744240.0,fjy741,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101384,"Rocket-Engine Co.,Ltd.","Action, Indie","Trouble Witches Origin,additional character : Raya",716082.0,Studio SiestA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101385,"Rocket-Engine Co.,Ltd.","Action, Indie","Trouble Witches Origin,additional character : Louis",716080.0,Studio SiestA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101387,Dyrnwyn Games,"Casual, Indie, Simulation, Strategy",Valknut,720040.0,Dyrnwyn Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101388,Codex7,"Action, Massively Multiplayer",Sky Hunter - RAH-66,696570.0,Codex7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2017
101392,Vedanta Team,"Action, Adventure, Casual, Indie",Modest Kind,701740.0,Vedanta Team,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101393,Jannik Nickel,"Action, Indie, Simulation, Strategy, Early Access",Ancient Warfare 3,758990.0,Jannik Nickel,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101394,oksdev,"Adventure, Casual, Indie",Evil Come,757720.0,oksdev,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101395,Smash Game Studios,"Action, Adventure, Casual, Indie, Simulation",The Ultimate Heist,758400.0,Smash Game Studios,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101396,Raixen Smitch,Adventure,The Most Challenging Game,762100.0,Raixen Smitch,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101398,VRS,"Action, Adventure, Casual, Indie, RPG, Simulation",Dracula's Library 2,765300.0,G. Malta,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2017
101399,Jonathan Rocha,"Action, Casual, Indie",Dungeon's Barrage,757700.0,Jonathan Rocha,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101400,"Humanture, Inc.","Action, Adventure, Indie",Next Stop: Zombie,689050.0,"Humanture, Inc.",1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101401,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker VX Ace - POP: Slasher Forest,755743.0,Vexed Enigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
101402,Degica,"Design &amp; Illustration, Web Publishing",RPG Maker MV - POP: Slasher Forest,755756.0,Vexed Enigma,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2017
101404,Manic Mind Game Lab,"Action, Indie",Rogue Zillion,752010.0,Manic Mind Game Lab,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101405,ONEVISION GAMES,"Adventure, Casual, Indie",ESSENCE Soundtrack,640360.0,ONEVISION GAMES,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101408,2K,"Action, Adventure",Army Men,549160.0,The 3DO Company,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1998
101409,2K,"Action, Strategy",Army Men: Toys in Space,549180.0,The 3DO Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999
101410,2K,"Action, Strategy",Army Men RTS,694500.0,Pandemic Studios,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2002
101411,2K,"Action, Strategy",Army Men II,549170.0,The 3DO Company,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1999
101412,Prime Time Studio,"Action, Adventure, Indie, Early Access",Ragtag Adventurers,763730.0,Prime Time Studio,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101415,GooDCrafter,"Action, Adventure, Indie",Gear Path,764470.0,GooDCrafter,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101416,D3 PUBLISHER,Adventure,Nightshade Additional Scenarios,751720.0,"Red Entertainment,LANTERN ROOMS",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018
101417,Russell Meakim,"Action, Early Access",Revulsion,719180.0,Russell Meakim,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101419,Alawar Entertainment,"Adventure, Casual, Indie",Dark Strokes: The Legend of the Snow Kingdom Collector’s Edition,765690.0,Alawar Friday's Games,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
101420,YounGen Tech,"Action, Casual, Indie, Early Access",Quadrablaze,661050.0,YounGen Tech,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101421,Vyacheslav Notbad,Casual,Polaris,760740.0,Vyacheslav Notbad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101422,Vyacheslav Notbad,Casual,Polaris - Christmas,764000.0,Vyacheslav Notbad,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101423,Sony Music Entertainment (Japan) Inc. / UNTIES,Strategy,TINY METAL,751500.0,AREA 35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101424,"PQube Limited, SONNORI Corp","Action, Adventure, Indie",White Day - Christmas Costume - Dal-Su Son,762340.0,SONNORI Corp,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101425,"PQube Limited, SONNORI Corp","Action, Adventure, Indie",White Day - Christmas Costume - Bong-Goo Lee,762330.0,SONNORI Corp,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101426,Paradox Interactive,"Simulation, Strategy",Collection - Europa Universalis IV: Monuments to Power Pack,768340.0,Paradox Development Studio,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2017
101427,My.com,"Action, Free to Play, Massively Multiplayer",Warface - Chernobyl,717530.0,Crytek,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2017
101428,Logiraffe,"Casual, Indie",Wordabeasts,668190.0,Logiraffe,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101429,ritokergame,"Action, Casual, Indie, Early Access",WaywaY,759030.0,ritokergame,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101431,Stefan Preuss,"Action, Casual, Indie",AcChen - Tile matching the Arcade way,747540.0,Stefan Preuss,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101434,Hosted Games,"Adventure, Indie, RPG",Trial of the Demon Hunter,711330.0,Hosted Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101436,DIGITAL MISTAKE,"Action, Adventure, Casual, Indie, Early Access",Galaxy 3D Space Defender,762460.0,DIGITAL MISTAKE,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101450,Freebird Games,"Adventure, Indie, RPG",Finding Paradise Soundtrack,770780.0,Freebird Games,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2021
101451,Ubisoft,RPG,South Park™: The Fractured But Whole™ - Danger Deck,564780.0,Ubisoft San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2017
101452,Axyos Games,"Casual, Indie, Strategy",God of Failure,709190.0,Axyos Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101453,BANDAI NAMCO Entertainment,Racing,Project CARS 2 Fun Pack DLC,648290.0,Slightly Mad Studios,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2017
101454,Helmi Bastami,"Action, Casual, Indie, Strategy",Swarm Queen,701870.0,Helmi Bastami,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101461,Ayedh,"Action, Indie, Racing, Sports",Cars War,749290.0,Ayedh,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,2017
101463,D.W.S.,"Action, Indie, Early Access",Until None Remain: Battle Royale PC Edition,697010.0,D.W.S.,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101464,Doborog Games,"Action, Free to Play, Indie",Long Live Santa!,763410.0,Doborog Games,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2017
101465,Rock Path Collective,"Casual, Indie, Simulation",MORE SWEATER? OK!,773080.0,Triple-Star Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101466,Desert Owl Games LLC,"Action, Casual, Indie, Strategy",Plox Neon,751970.0,Desert Owl Games LLC,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101467,Screenzilla Entertainment,Action,Epic Snails - Snowblaster Kit,771490.0,"RocketSnail,SkyVu",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101468,Raw Fury,"Indie, Simulation, Strategy",Kingdom: New Lands - Skull Island,760200.0,Noio,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101469,CarX Technologies,"Massively Multiplayer, Racing, Simulation, Sports",CarX Drift Racing Online - Power Drift,769710.0,CarX Technologies,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,2017
101473,Maulidan Games,"Indie, Simulation",Lobster Empire,665960.0,Maulidan Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2017
101474,Soma Games,"Adventure, Indie, Early Access",An Epic Tale of Redwall : The Scout,656030.0,Soma Games,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101475,Leon Aminof,"Adventure, Free to Play, Indie, RPG",Frontier Runner,760490.0,Leon Aminof,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017
101476,"Lucasfilm, Disney",Adventure,Maniac Mansion,529890.0,Lucasfilm Games,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1987
101479,Klabater,"Action, Indie, Massively Multiplayer",Heliborne - Winter Camouflage Pack,749242.0,JetCat Games,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2017
101482,putilin_industries,"Action, Adventure, Casual, Indie",Achievement Hunter: Alien,760100.0,putilin_industries,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101483,OpenWorldComics,"Action, Indie, Early Access",VS Round 1,725550.0,Radi Lewis,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101484,Captain Games,"Indie, Sports",Desert Golfing,757040.0,Captain Games,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2014
101491,Disney Interactive,"Action, Adventure",Disney's The Jungle Book,561110.0,Eurocom,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1994
101492,Big Fish Games,"Adventure, Casual",Nevertales: Legends Collector's Edition,758640.0,Mad Head Games,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101493,"Spike Chunsoft Co., Ltd.",Simulation,Fire Pro Wrestling World,564230.0,"Spike Chunsoft Co., Ltd.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2017
101494,Konstructors Entertainment,"Casual, Indie, Strategy",Sudoku Universe,733070.0,Konstructors Entertainment,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101497,Soldak Entertainment,"Action, Indie, RPG",Zombasite - Orc Schism,730750.0,Soldak Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101498,Interplay,"Adventure, RPG, Strategy",Invictus: In the Shadow of Olympus,692660.0,Quicksilver Software,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2000
101499,Blender Games,"Casual, Indie",Chocolate makes you happy 2,764560.0,Blender Games,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101500,Interplay,Strategy,M.A.X. 2: Mechanized Assault &amp; Exploration,756810.0,Interplay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1998
101502,Null Reference Games LLC,"Action, Indie, Racing, Early Access",Cars with Guns: It's About Time,762900.0,Null Reference Games LLC,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2017
101503,Technically Competent,"Indie, Simulation, Strategy",Station Commander,740730.0,Technically Competent,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,2017
101505,Scourgey Works,"Action, Adventure, Free to Play, RPG, Early Access",Dino Scourge,716950.0,Scourgey Works,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2017
101506,刘俊亨(Junheng Liu),"Adventure, Casual, Indie, Racing, RPG, Simulation, Strategy",大逃亡专家-土豆车/EscapeExpert-Potato Car,765190.0,"刘俊亨(Junheng Liu),UNGamingOrg游戏组织玩家",0,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,2017
101507,Laush Studio,Indie,3D Hardcore Cube 2,754510.0,Laush Dmitriy Sergeevich,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101510,Tabletopia,"Casual, RPG, Simulation, Strategy",Tabletopia - Scythe: The Wind Gambit,414238.0,Jamey Stegmaier,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2017
101511,FutureVisionsGames,"Indie, RPG",Empire of the Fallen Steel,543380.0,FutureVisionsGames,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2017
101513,Plug In Digital,"Action, Adventure, Indie, Strategy",Magibot,690850.0,Studio Baikin,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2017
101515,Juvty Worlds Ltd.,"Action, Adventure, Indie, Massively Multiplayer, RPG",Wild Terra Online,500710.0,Juvty Worlds Ltd.,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2017
101518,MadeOfDinosaurs,"Action, Indie",Starfighter Neon,744170.0,MadeOfDinosaurs,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101520,Assemble Entertainment,Adventure,Leisure Suit Larry 2 Looking For Love (In Several Wrong Places),765840.0,Assemble Entertainment,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
101521,Jl Apps,Indie,Limit of defense,757690.0,Jl Apps,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101522,Birdwall Games,"Action, Adventure, Casual, Indie, Racing, Strategy, Early Access",Marble Skies,742460.0,Birdwall Games,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2017
101523,RunServer,"Casual, Indie",Insane Cold: Back to the Ice Age,764010.0,Mysterytag,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2014
101524,Vadim Silvestrov,"Indie, Racing, Simulation, Early Access",Multirotor Sim 2,528900.0,Vadim Silvestrov,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2017
101525,Lukáš Kotík,"Casual, Indie",Bouncing Odyssey,660760.0,BigMouthedDog Studio,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101527,eiloware,"Action, Indie",Rise High,545750.0,eiloware,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101529,Wonderbox Games,"Casual, Strategy",Knockout Checkers Chamber,750660.0,Wonderbox Games,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2017
101530,Arcupion Art,"Action, Adventure, Free to Play, Indie, RPG",Dinosaurs A Prehistoric Adventure,751590.0,Arcupion Art,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2017
101533,Patriot Game,Indie,Limiter,762620.0,Patriot Game,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101535,Cesar G.,"Action, Adventure, Casual, Indie, Racing, RPG",Bizarre Tale,759180.0,Cesar G.,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2017
101536,KillerPokeGames,"Action, Casual, Indie",Gauntlet of IRE,754540.0,KillerPokeGames,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101537,Patriot Game,Indie,Limiter OST,764020.0,Patriot Game,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
101538,Big Ant Studios,"Indie, Sports",Ashes Cricket,649640.0,Big Ant Studios,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2017
101539,Lagun Victor,"Action, Casual, Indie",Sugar Box,610390.0,Lagun Victor,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2017
